periodo	box	luz	gaiola	dia	ovos	massa
5	5	azul	3	3	8	515
5	5	azul	4	3	9	613
5	5	azul	5	3	8	499
5	5	azul	6	3	8	510
5	1	branco	1	4	8	519
5	1	branco	2	4	6	396
5	1	branco	3	4	6	402
5	1	branco	4	4	9	568
5	1	branco	5	4	8	559
5	1	branco	6	4	5	348
5	2	vermelho	1	4	7	478
5	2	vermelho	2	4	6	419
5	2	vermelho	3	4	7	479
5	2	vermelho	4	4	10	680
5	2	vermelho	5	4	8	543
5	2	vermelho	6	4	8	533
5	3	verde	1	4	9	570
5	3	verde	2	4	7	473
5	3	verde	3	4	6	395
5	3	verde	4	4	8	526
5	3	verde	5	4	6	420
5	3	verde	6	4	6	399
5	4	amarelo	1	4	8	510
5	4	amarelo	2	4	8	530
5	4	amarelo	3	4	8	541
5	4	amarelo	4	4	7	475
5	4	amarelo	5	4	8	537
5	4	amarelo	6	4	8	531
5	5	azul	1	4	9	614
5	5	azul	2	4	6	409
5	5	azul	3	4	9	585
5	5	azul	4	4	8	526
5	5	azul	5	4	7	430
5	5	azul	6	4	8	511
5	1	branco	1	5	7	550
5	1	branco	2	5	6	385
5	1	branco	3	5	8	538
5	1	branco	4	5	6	387
5	1	branco	5	5	6	428
5	1	branco	6	5	5	334
5	2	vermelho	1	5	8	572
5	2	vermelho	2	5	5	324
5	2	vermelho	3	5	6	421
5	2	vermelho	4	5	7	460
5	2	vermelho	5	5	7	461
5	2	vermelho	6	5	4	284
5	3	verde	1	5	9	570
5	3	verde	2	5	8	554
5	3	verde	3	5	6	392
5	3	verde	4	5	8	463
5	3	verde	5	5	7	481
5	3	verde	6	5	9	636
5	4	amarelo	1	5	8	519
5	4	amarelo	2	5	6	403
5	4	amarelo	3	5	7	419
5	4	amarelo	4	5	6	383
5	4	amarelo	5	5	9	607
5	4	amarelo	6	5	8	521
5	5	azul	1	5	8	545
5	5	azul	2	5	7	470
5	5	azul	3	5	8	524
5	5	azul	4	5	9	615
5	5	azul	5	5	8	489
5	5	azul	6	5	7	436
5	1	branco	1	6	7	438
5	1	branco	2	6	9	617
5	1	branco	3	6	6	394
5	1	branco	4	6	7	466
5	1	branco	5	6	7	490
5	1	branco	6	6	4	267
5	2	vermelho	1	6	9	619
5	2	vermelho	2	6	5	341
5	2	vermelho	3	6	6	396
5	2	vermelho	4	6	9	600
5	2	vermelho	5	6	4	270
5	2	vermelho	6	6	6	380
5	3	verde	1	6	7	446
5	3	verde	2	6	8	536
5	3	verde	3	6	8	544
5	3	verde	4	6	7	458
5	3	verde	5	6	6	402
5	3	verde	6	6	6	424
5	4	amarelo	1	6	10	664
5	4	amarelo	2	6	7	462
5	4	amarelo	3	6	9	562
5	4	amarelo	4	6	5	328
5	4	amarelo	5	6	9	584
5	4	amarelo	6	6	7	471
5	5	azul	1	6	7	480
5	5	azul	2	6	7	465
5	5	azul	3	6	7	451
5	5	azul	4	6	6	385
5	5	azul	5	6	7	428
5	5	azul	6	6	7	448
5	1	branco	1	7	8	522
5	1	branco	2	7	5	320
5	1	branco	3	7	8	544
5	1	branco	4	7	6	372
5	1	branco	5	7	7	478
5	1	branco	6	7	6	407
5	2	vermelho	1	7	9	623
5	2	vermelho	2	7	7	491
5	2	vermelho	3	7	6	412
5	2	vermelho	4	7	8	535
5	2	vermelho	5	7	7	492
5	2	vermelho	6	7	5	320
5	3	verde	1	7	7	440
5	3	verde	2	7	7	479
5	3	verde	3	7	6	395
5	3	verde	4	7	9	604
5	3	verde	5	7	7	477
5	3	verde	6	7	8	556
5	4	amarelo	1	7	9	610
5	4	amarelo	2	7	7	499
5	4	amarelo	3	7	9	635
5	4	amarelo	4	7	6	394
5	4	amarelo	5	7	8	535
5	4	amarelo	6	7	7	445
5	5	azul	1	7	8	565
5	5	azul	2	7	6	399
5	5	azul	3	7	8	501
5	5	azul	4	7	8	518
5	5	azul	5	7	7	426
5	5	azul	6	7	9	583
5	1	branco	1	8	7	436
5	1	branco	2	8	7	396
5	1	branco	3	8	8	522
5	1	branco	4	8	8	534
5	1	branco	5	8	5	314
5	1	branco	6	8	10	668
5	2	vermelho	1	8	6	317
5	2	vermelho	2	8	9	600
5	2	vermelho	3	8	5	269
5	2	vermelho	4	8	6	402
5	2	vermelho	5	8	8	493
5	2	vermelho	6	8	9	625
5	3	verde	1	8	8	579
5	3	verde	2	8	7	486
5	3	verde	3	8	8	573
5	3	verde	4	8	10	622
5	3	verde	5	8	8	544
5	3	verde	6	8	8	595
5	4	amarelo	1	8	8	537
5	4	amarelo	2	8	6	396
5	4	amarelo	3	8	8	575
5	4	amarelo	4	8	9	625
5	4	amarelo	5	8	6	372
5	4	amarelo	6	8	8	581
5	5	azul	1	8	8	578
5	5	azul	2	8	8	556
5	5	azul	3	8	7	530
5	5	azul	4	8	8	557
5	5	azul	5	8	8	590
5	5	azul	6	8	9	602
5	1	branco	1	9	9	590
5	1	branco	2	9	3	186
5	1	branco	3	9	5	331
5	1	branco	4	9	9	583
5	1	branco	5	9	6	418
5	1	branco	6	9	7	470
5	2	vermelho	1	9	11	780
5	2	vermelho	2	9	5	354
5	2	vermelho	3	9	5	331
5	2	vermelho	4	9	6	416
5	2	vermelho	5	9	6	427
5	2	vermelho	6	9	5	340
5	3	verde	1	9	9	578
5	3	verde	2	9	7	475
5	3	verde	3	9	5	333
5	3	verde	4	9	4	260
5	3	verde	5	9	4	282
5	3	verde	6	9	9	605
5	4	amarelo	1	9	8	530
5	4	amarelo	2	9	7	466
5	4	amarelo	3	9	8	524
5	4	amarelo	4	9	6	391
5	4	amarelo	5	9	10	683
5	4	amarelo	6	9	8	511
5	5	azul	1	9	9	614
5	5	azul	2	9	6	407
5	5	azul	3	9	7	436
5	5	azul	4	9	6	405
5	5	azul	5	9	7	443
5	5	azul	6	9	6	385
5	1	branco	1	10	7	452
5	1	branco	2	10	7	442
5	1	branco	3	10	5	346
5	1	branco	4	10	7	458
5	1	branco	5	10	8	558
5	1	branco	6	10	6	388
5	2	vermelho	1	10	9	614
5	2	vermelho	2	10	6	427
5	2	vermelho	3	10	6	411
5	2	vermelho	4	10	9	618
5	2	vermelho	5	10	6	376
5	2	vermelho	6	10	7	455
5	3	verde	1	10	6	373
5	3	verde	2	10	7	471
5	3	verde	3	10	9	594
5	3	verde	4	10	7	473
5	3	verde	5	10	6	398
5	3	verde	6	10	9	605
5	4	amarelo	1	10	10	648
5	4	amarelo	2	10	6	403
5	4	amarelo	3	10	4	257
5	4	amarelo	4	10	7	471
5	4	amarelo	5	10	7	441
5	4	amarelo	6	10	6	395
5	5	azul	1	10	9	607
5	5	azul	2	10	7	487
5	5	azul	3	10	8	504
5	5	azul	4	10	7	484
5	5	azul	5	10	6	370
5	5	azul	6	10	6	377
5	1	branco	1	11	9	585
5	1	branco	2	11	5	324
5	1	branco	3	11	6	392
5	1	branco	4	11	10	646
5	1	branco	5	11	6	416
5	1	branco	6	11	6	414
5	2	vermelho	1	11	9	624
5	2	vermelho	2	11	6	437
5	2	vermelho	3	11	3	210
5	2	vermelho	4	11	8	533
5	2	vermelho	5	11	8	524
5	2	vermelho	6	11	8	536
5	3	verde	1	11	10	640
5	3	verde	2	11	9	624
5	3	verde	3	11	7	482
5	3	verde	4	11	6	415
5	3	verde	5	11	7	492
5	3	verde	6	11	6	416
5	4	amarelo	1	11	9	568
5	4	amarelo	2	11	6	408
5	4	amarelo	3	11	3	206
5	4	amarelo	4	11	7	464
5	4	amarelo	5	11	9	611
5	4	amarelo	6	11	7	462
5	5	azul	1	11	8	544
5	5	azul	2	11	7	466
5	5	azul	3	11	8	514
5	5	azul	4	11	8	553
5	5	azul	5	11	7	430
5	5	azul	6	11	10	637
5	1	branco	1	12	7	466
5	1	branco	2	12	5	337
5	1	branco	3	12	7	485
5	1	branco	4	12	7	453
5	1	branco	5	12	4	290
5	1	branco	6	12	4	272
5	2	vermelho	1	12	9	624
5	2	vermelho	2	12	4	241
5	2	vermelho	3	12	7	492
5	2	vermelho	4	12	10	677
5	2	vermelho	5	12	7	455
5	2	vermelho	6	12	8	520
5	3	verde	1	12	9	577
5	3	verde	2	12	8	561
5	3	verde	3	12	7	451
5	3	verde	4	12	7	459
5	3	verde	5	12	6	417
5	3	verde	6	12	6	412
5	4	amarelo	1	12	9	571
5	4	amarelo	2	12	7	452
5	4	amarelo	3	12	6	373
5	4	amarelo	4	12	5	338
5	4	amarelo	5	12	8	535
5	4	amarelo	6	12	7	445
5	5	azul	1	12	8	544
5	5	azul	2	12	5	324
5	5	azul	3	12	7	449
5	5	azul	4	12	8	536
5	5	azul	5	12	7	422
5	5	azul	6	12	8	523
5	1	branco	1	13	8	512
5	1	branco	2	13	6	389
5	1	branco	3	13	7	490
5	1	branco	4	13	8	542
5	1	branco	5	13	9	702
5	1	branco	6	13	6	388
5	2	vermelho	1	13	9	629
5	2	vermelho	2	13	8	573
5	2	vermelho	3	13	6	414
5	2	vermelho	4	13	9	623
5	2	vermelho	5	13	6	400
5	2	vermelho	6	13	6	395
5	3	verde	1	13	8	518
5	3	verde	2	13	6	398
5	3	verde	3	13	7	465
5	3	verde	4	13	7	463
5	3	verde	5	13	6	405
5	3	verde	6	13	8	549
5	4	amarelo	1	13	7	450
5	4	amarelo	2	13	7	492
5	4	amarelo	3	13	6	393
5	4	amarelo	4	13	4	243
5	4	amarelo	5	13	8	520
5	4	amarelo	6	13	7	450
5	5	azul	1	13	9	601
5	5	azul	2	13	2	124
5	5	azul	3	13	6	308
5	5	azul	4	13	7	462
5	5	azul	5	13	7	417
5	5	azul	6	13	7	426
5	1	branco	1	14	5	311
5	1	branco	2	14	8	499
5	1	branco	3	14	6	366
5	1	branco	4	14	5	306
5	1	branco	5	14	6	396
5	1	branco	6	14	7	480
5	2	vermelho	1	14	7	490
5	2	vermelho	2	14	5	350
5	2	vermelho	3	14	6	378
5	2	vermelho	4	14	8	672
5	2	vermelho	5	14	7	546
5	2	vermelho	6	14	7	431
5	3	verde	1	14	7	420
5	3	verde	2	14	7	438
5	3	verde	3	14	4	261
5	3	verde	4	14	7	448
5	3	verde	5	14	5	320
5	3	verde	6	14	8	616
5	4	amarelo	1	14	9	592
5	4	amarelo	2	14	7	459
5	4	amarelo	3	14	6	378
5	4	amarelo	4	14	5	315
5	4	amarelo	5	14	10	624
5	4	amarelo	6	14	6	378
5	5	azul	1	14	8	576
5	5	azul	2	14	7	406
5	5	azul	3	14	9	637
5	5	azul	4	14	7	508
5	5	azul	5	14	5	362
5	5	azul	6	14	10	624
